Name	Mean	LogFC	pValue	p.Adj	diffexpressed
Rsp	3727.109076028442	0.5864412673509108	7.439254846563544e-28	1.4878509693127088e-26	UP
IGS	202.9799042967983	0.6582278773325806	6.03870271174902e-4	0.0030193513558745104	UP
piRNA_cluster_38C1	16236.333723235519	-0.8487601042463419	3.7238457314648275e-219	1.4895382925859311e-217	DOWN
