gene_id	module
FBgn0033072	yellow
FBgn0033074	brown
FBgn0033075	red
FBgn0033076	blue
FBgn0033081	blue
FBgn0033087	red
FBgn0033090	blue
FBgn0033110	red
FBgn0033112	yellow
FBgn0033113	turquoise
FBgn0033127	turquoise
FBgn0033128	red
FBgn0033130	turquoise
FBgn0033132	turquoise
FBgn0033138	brown
FBgn0033139	yellow
FBgn0033141	brown
FBgn0033149	blue
FBgn0033159	turquoise
FBgn0033160	blue
FBgn0033166	blue
FBgn0033168	turquoise
FBgn0033174	blue
FBgn0033177	blue
FBgn0033183	yellow
FBgn0033184	turquoise
FBgn0033185	blue
FBgn0033186	blue
FBgn0033187	yellow
FBgn0033188	turquoise
FBgn0033190	turquoise
FBgn0033192	brown
FBgn0033194	yellow
FBgn0033204	blue
FBgn0033205	turquoise
FBgn0033212	yellow
FBgn0033214	blue
FBgn0033215	blue
FBgn0033216	blue
FBgn0033222	turquoise
FBgn0033232	blue
FBgn0033233	yellow
FBgn0033234	brown
FBgn0033235	brown
FBgn0033236	yellow
FBgn0033238	turquoise
FBgn0033240	blue
FBgn0033241	turquoise
FBgn0033243	blue
FBgn0033246	yellow
FBgn0033248	turquoise
FBgn0033250	blue
FBgn0033257	blue
FBgn0033259	red
FBgn0033260	yellow
FBgn0033261	blue
FBgn0033264	blue
FBgn0033265	green
FBgn0033268	turquoise
FBgn0033278	brown
FBgn0033279	turquoise
FBgn0033280	turquoise
FBgn0033283	turquoise
FBgn0033285	turquoise
FBgn0033286	turquoise
FBgn0033287	turquoise
FBgn0033292	red
FBgn0033296	grey
FBgn0033297	blue
FBgn0033301	green
FBgn0033303	green
FBgn0033313	red
FBgn0033316	turquoise
FBgn0033317	blue
FBgn0033321	blue
FBgn0033323	blue
FBgn0033324	blue
FBgn0033326	blue
FBgn0033330	turquoise
FBgn0033339	green
FBgn0033344	brown
FBgn0033350	yellow
FBgn0033352	turquoise
FBgn0033356	green
FBgn0033359	green
FBgn0033362	blue
FBgn0033363	yellow
FBgn0033364	blue
FBgn0033367	red
FBgn0033368	brown
FBgn0033369	brown
FBgn0033371	blue
FBgn0033372	turquoise
FBgn0033373	brown
FBgn0033377	turquoise
FBgn0033379	green
FBgn0033382	turquoise
FBgn0033387	turquoise
FBgn0033392	yellow
FBgn0033397	turquoise
FBgn0033401	blue
FBgn0033402	turquoise
FBgn0033408	blue
FBgn0033413	brown
FBgn0033426	blue
FBgn0033427	green
FBgn0033429	turquoise
FBgn0033431	turquoise
FBgn0033438	blue
FBgn0033440	blue
FBgn0033443	turquoise
FBgn0033446	turquoise
FBgn0033447	blue
FBgn0033448	turquoise
FBgn0033449	blue
FBgn0033457	brown
FBgn0033460	red
FBgn0033461	blue
FBgn0033464	turquoise
FBgn0033473	blue
FBgn0033474	blue
FBgn0033475	blue
FBgn0033476	red
FBgn0033479	blue
FBgn0033482	yellow
FBgn0033486	blue
FBgn0033490	turquoise
FBgn0033491	yellow
FBgn0033504	turquoise
FBgn0033507	yellow
FBgn0033518	turquoise
FBgn0033519	red
FBgn0033520	blue
FBgn0033521	turquoise
FBgn0033524	yellow
FBgn0033526	blue
FBgn0033527	blue
FBgn0033529	yellow
FBgn0033539	black
FBgn0033540	green
FBgn0033542	blue
FBgn0033543	turquoise
FBgn0033544	blue
FBgn0033550	yellow
FBgn0033551	yellow
FBgn0033555	blue
FBgn0033556	brown
FBgn0033564	blue
FBgn0033569	green
FBgn0033570	turquoise
FBgn0033571	yellow
FBgn0033572	blue
FBgn0033574	turquoise
FBgn0033578	turquoise
FBgn0033579	turquoise
FBgn0033580	blue
FBgn0033581	green
FBgn0033584	turquoise
FBgn0033589	turquoise
FBgn0033592	blue
FBgn0033594	red
FBgn0033598	yellow
FBgn0033607	yellow
FBgn0033608	blue
FBgn0033609	green
FBgn0033623	turquoise
FBgn0033624	brown
FBgn0033628	turquoise
FBgn0033631	turquoise
FBgn0033635	turquoise
FBgn0033636	blue
FBgn0033638	turquoise
FBgn0033649	turquoise
FBgn0033654	turquoise
FBgn0033656	turquoise
FBgn0033657	yellow
FBgn0033661	green
FBgn0033665	turquoise
FBgn0033667	turquoise
FBgn0033668	turquoise
FBgn0033669	brown
FBgn0033677	turquoise
FBgn0033679	turquoise
FBgn0033680	turquoise
FBgn0033683	turquoise
FBgn0033685	blue
FBgn0033686	blue
FBgn0033688	blue
FBgn0033690	blue
FBgn0033691	blue
FBgn0033692	turquoise
FBgn0033696	red
FBgn0033698	green
FBgn0033699	brown
FBgn0033705	brown
FBgn0033706	turquoise
FBgn0033708	red
FBgn0033710	turquoise
FBgn0033713	blue
FBgn0033716	brown
FBgn0033717	grey
FBgn0033723	blue
FBgn0033730	turquoise
FBgn0033734	turquoise
FBgn0033735	blue
FBgn0033737	brown
FBgn0033738	blue
FBgn0033740	green
FBgn0033742	green
FBgn0033749	blue
FBgn0033751	blue
FBgn0033752	red
FBgn0033753	turquoise
FBgn0033755	turquoise
FBgn0033756	green
FBgn0033760	turquoise
FBgn0033761	turquoise
FBgn0033762	blue
FBgn0033763	blue
FBgn0033766	green
FBgn0033777	yellow
FBgn0033781	blue
FBgn0033784	turquoise
FBgn0033787	blue
FBgn0033788	yellow
FBgn0033791	turquoise
FBgn0033792	blue
FBgn0033793	blue
FBgn0033799	turquoise
FBgn0033807	yellow
FBgn0033809	yellow
FBgn0033814	blue
FBgn0033816	red
FBgn0033818	blue
FBgn0033820	turquoise
FBgn0033827	green
FBgn0033828	turquoise
FBgn0033830	brown
FBgn0033842	turquoise
FBgn0033844	green
FBgn0033845	blue
FBgn0033853	turquoise
FBgn0033856	turquoise
FBgn0033861	brown
FBgn0033862	red
FBgn0033863	turquoise
FBgn0033864	red
FBgn0033865	blue
FBgn0033866	yellow
FBgn0033867	yellow
FBgn0033872	brown
FBgn0033874	turquoise
FBgn0033875	blue
FBgn0033876	blue
FBgn0033879	turquoise
FBgn0033885	red
FBgn0033886	blue
FBgn0033887	turquoise
FBgn0033888	red
FBgn0033889	green
FBgn0033890	blue
FBgn0033893	brown
FBgn0033897	green
FBgn0033900	turquoise
FBgn0033902	brown
FBgn0033911	green
FBgn0033915	yellow
FBgn0033916	brown
FBgn0033917	turquoise
FBgn0033918	turquoise
FBgn0033919	turquoise
FBgn0033921	turquoise
FBgn0033924	blue
FBgn0033925	blue
FBgn0033926	brown
FBgn0033929	blue
FBgn0033931	yellow
FBgn0033932	blue
FBgn0033935	brown
FBgn0033936	blue
FBgn0033942	yellow
FBgn0033943	red
FBgn0033945	blue
FBgn0033949	red
FBgn0033951	blue
FBgn0033952	turquoise
FBgn0033953	turquoise
FBgn0033954	turquoise
FBgn0033955	yellow
FBgn0033958	turquoise
FBgn0033960	blue
FBgn0033963	blue
FBgn0033969	turquoise
FBgn0033972	turquoise
FBgn0033980	blue
FBgn0033983	blue
FBgn0033984	blue
FBgn0033988	green
FBgn0033989	turquoise
FBgn0033990	blue
FBgn0033996	brown
FBgn0033997	blue
FBgn0033999	blue
FBgn0034007	blue
FBgn0034008	blue
FBgn0034009	blue
FBgn0034011	brown
FBgn0034012	yellow
FBgn0034013	turquoise
FBgn0034021	blue
FBgn0034030	green
FBgn0034031	brown
FBgn0034032	yellow
FBgn0034045	yellow
FBgn0034046	blue
FBgn0034051	blue
FBgn0034052	brown
FBgn0034060	yellow
FBgn0034062	blue
FBgn0034063	red
FBgn0034066	blue
FBgn0034067	turquoise
FBgn0034070	green
FBgn0034072	turquoise
FBgn0034073	green
FBgn0034075	yellow
FBgn0034081	blue
FBgn0034082	yellow
FBgn0034084	blue
FBgn0034085	brown
FBgn0034086	red
FBgn0034087	yellow
FBgn0034094	blue
FBgn0034097	blue
FBgn0034098	blue
FBgn0034104	turquoise
FBgn0034105	turquoise
FBgn0034113	blue
FBgn0034117	yellow
FBgn0034118	blue
FBgn0034120	yellow
FBgn0034121	turquoise
FBgn0034122	turquoise
FBgn0034126	red
FBgn0034127	blue
FBgn0034128	green
FBgn0034129	turquoise
FBgn0034135	turquoise
FBgn0034137	turquoise
FBgn0034139	green
FBgn0034140	turquoise
FBgn0034144	turquoise
FBgn0034145	blue
FBgn0034154	green
FBgn0034156	brown
FBgn0034157	blue
FBgn0034160	turquoise
FBgn0034162	turquoise
FBgn0034165	green
FBgn0034166	turquoise
FBgn0034173	brown
FBgn0034175	turquoise
FBgn0034176	turquoise
FBgn0034180	green
FBgn0034181	blue
FBgn0034194	brown
FBgn0034195	grey
FBgn0034196	brown
FBgn0034198	red
FBgn0034199	grey
FBgn0034200	turquoise
FBgn0034201	red
FBgn0034205	black
FBgn0034206	blue
FBgn0034210	blue
FBgn0034215	blue
FBgn0034219	blue
FBgn0034221	green
FBgn0034225	turquoise
FBgn0034243	blue
FBgn0034246	red
FBgn0034249	grey
FBgn0034251	blue
FBgn0034253	blue
FBgn0034258	blue
FBgn0034261	turquoise
FBgn0034263	blue
FBgn0034266	yellow
FBgn0034270	blue
FBgn0034274	red
FBgn0034275	turquoise
FBgn0034278	brown
FBgn0034279	blue
FBgn0034281	green
FBgn0034282	black
FBgn0034286	turquoise
FBgn0034290	brown
FBgn0034291	blue
FBgn0034292	turquoise
FBgn0034295	grey
FBgn0034300	blue
FBgn0034301	yellow
FBgn0034310	blue
FBgn0034313	yellow
FBgn0034314	yellow
FBgn0034315	brown
FBgn0034322	blue
FBgn0034325	brown
FBgn0034326	brown
FBgn0034327	turquoise
FBgn0034328	brown
FBgn0034329	yellow
FBgn0034331	brown
FBgn0034335	turquoise
FBgn0034345	blue
FBgn0034346	yellow
FBgn0034352	yellow
FBgn0034356	turquoise
FBgn0034363	turquoise
FBgn0034364	green
FBgn0034377	yellow
FBgn0034380	yellow
FBgn0034382	yellow
FBgn0034387	yellow
FBgn0034389	yellow
FBgn0034390	blue
FBgn0034391	blue
FBgn0034394	brown
FBgn0034396	brown
FBgn0034398	brown
FBgn0034399	brown
FBgn0034400	red
FBgn0034401	green
FBgn0034402	yellow
FBgn0034403	blue
FBgn0034405	turquoise
FBgn0034406	turquoise
FBgn0034407	yellow
FBgn0034408	red
FBgn0034415	yellow
FBgn0034416	blue
FBgn0034417	turquoise
FBgn0034418	turquoise
FBgn0034419	turquoise
FBgn0034420	turquoise
FBgn0034422	blue
FBgn0034423	blue
FBgn0034430	blue
FBgn0034433	turquoise
FBgn0034435	red
FBgn0034438	red
FBgn0034442	yellow
FBgn0034443	turquoise
FBgn0034455	blue
FBgn0034459	turquoise
FBgn0034464	turquoise
FBgn0034470	turquoise
FBgn0034472	blue
FBgn0034477	turquoise
FBgn0034478	blue
FBgn0034480	red
FBgn0034483	turquoise
FBgn0034485	yellow
FBgn0034487	yellow
FBgn0034488	red
FBgn0034489	turquoise
FBgn0034493	green
FBgn0034494	turquoise
FBgn0034497	red
FBgn0034498	green
FBgn0034499	blue
FBgn0034501	turquoise
FBgn0034502	blue
FBgn0034505	turquoise
FBgn0034506	blue
FBgn0034511	yellow
FBgn0034512	brown
FBgn0034521	yellow
FBgn0034523	blue
FBgn0034527	blue
FBgn0034528	yellow
FBgn0034529	blue
FBgn0034530	red
FBgn0034538	turquoise
FBgn0034540	turquoise
FBgn0034546	brown
FBgn0034551	blue
FBgn0034554	blue
FBgn0034564	brown
FBgn0034566	brown
FBgn0034567	pink
FBgn0034569	blue
FBgn0034570	yellow
FBgn0034579	yellow
FBgn0034580	yellow
FBgn0034583	turquoise
FBgn0034585	blue
FBgn0034590	green
FBgn0034592	brown
FBgn0034595	turquoise
FBgn0034598	blue
FBgn0034599	blue
FBgn0034601	turquoise
FBgn0034602	turquoise
FBgn0034605	brown
FBgn0034606	turquoise
FBgn0034612	turquoise
FBgn0034617	blue
FBgn0034618	turquoise
FBgn0034627	green
FBgn0034631	blue
FBgn0034634	yellow
FBgn0034636	turquoise
FBgn0034638	turquoise
FBgn0034639	turquoise
FBgn0034641	red
FBgn0034642	brown
FBgn0034643	yellow
FBgn0034644	turquoise
FBgn0034645	brown
FBgn0034646	blue
FBgn0034647	brown
FBgn0034654	turquoise
FBgn0034655	turquoise
FBgn0034657	blue
FBgn0034658	brown
FBgn0034659	blue
FBgn0034660	green
FBgn0034661	turquoise
FBgn0034662	blue
FBgn0034666	turquoise
FBgn0034667	blue
FBgn0034670	blue
FBgn0034671	turquoise
FBgn0034674	green
FBgn0034681	blue
FBgn0034687	turquoise
FBgn0034688	red
FBgn0034692	brown
FBgn0034697	brown
FBgn0034706	turquoise
FBgn0034707	green
FBgn0034709	turquoise
FBgn0034712	green
FBgn0034713	turquoise
FBgn0034717	red
FBgn0034718	turquoise
FBgn0034720	turquoise
FBgn0034721	turquoise
FBgn0034722	green
FBgn0034723	turquoise
FBgn0034727	blue
FBgn0034728	yellow
FBgn0034729	blue
FBgn0034733	turquoise
FBgn0034734	yellow
FBgn0034737	blue
FBgn0034740	blue
FBgn0034741	blue
FBgn0034743	brown
FBgn0034745	yellow
FBgn0034750	blue
FBgn0034753	turquoise
FBgn0034755	brown
FBgn0034756	turquoise
FBgn0034761	turquoise
FBgn0034763	green
FBgn0034774	turquoise
FBgn0034776	turquoise
FBgn0034783	yellow
FBgn0034786	blue
FBgn0034788	yellow
FBgn0034789	yellow
FBgn0034792	turquoise
FBgn0034793	brown
FBgn0034797	green
FBgn0034800	brown
FBgn0034802	yellow
FBgn0034804	turquoise
FBgn0034816	turquoise
FBgn0034820	turquoise
FBgn0034824	turquoise
FBgn0034826	blue
FBgn0034827	blue
FBgn0034829	blue
FBgn0034833	brown
FBgn0034834	blue
FBgn0034835	turquoise
FBgn0034837	blue
FBgn0034839	green
FBgn0034840	brown
FBgn0034841	turquoise
FBgn0034842	turquoise
FBgn0034844	brown
FBgn0034849	red
FBgn0034850	brown
FBgn0034853	blue
FBgn0034858	yellow
FBgn0034859	turquoise
FBgn0034863	brown
FBgn0034867	blue
FBgn0034869	yellow
FBgn0034876	blue
FBgn0034877	brown
FBgn0034879	blue
FBgn0034880	blue
FBgn0034882	brown
FBgn0034885	red
FBgn0034887	red
FBgn0034897	turquoise
FBgn0034898	turquoise
FBgn0034901	turquoise
FBgn0034902	turquoise
FBgn0034903	turquoise
FBgn0034904	green
FBgn0034908	yellow
FBgn0034909	red
FBgn0034910	turquoise
FBgn0034915	red
FBgn0034919	turquoise
FBgn0034920	brown
FBgn0034923	blue
FBgn0034924	yellow
FBgn0034925	yellow
FBgn0034931	brown
FBgn0034933	turquoise
FBgn0034936	brown
FBgn0034937	turquoise
FBgn0034943	blue
FBgn0034945	blue
FBgn0034950	blue
FBgn0034957	blue
FBgn0034958	green
FBgn0034963	brown
FBgn0034964	blue
FBgn0034968	brown
FBgn0034971	yellow
FBgn0034973	turquoise
FBgn0034974	red
FBgn0034975	yellow
FBgn0034982	blue
FBgn0034985	turquoise
FBgn0034989	blue
FBgn0034997	turquoise
FBgn0034998	black
FBgn0034999	brown
FBgn0035001	yellow
FBgn0035003	brown
FBgn0035005	turquoise
FBgn0035007	turquoise
FBgn0035008	blue
FBgn0035009	blue
FBgn0035014	turquoise
FBgn0035016	red
FBgn0035019	blue
FBgn0035021	red
FBgn0035023	brown
FBgn0035025	turquoise
FBgn0035028	turquoise
FBgn0035032	red
FBgn0035034	brown
FBgn0035046	brown
FBgn0035047	blue
FBgn0035049	blue
FBgn0035050	red
FBgn0035059	blue
FBgn0035060	turquoise
FBgn0035069	blue
FBgn0035073	yellow
FBgn0035076	turquoise
FBgn0035077	pink
FBgn0035078	blue
FBgn0035083	brown
FBgn0035085	grey
FBgn0035086	yellow
FBgn0035088	green
FBgn0035089	blue
FBgn0035091	brown
FBgn0035094	blue
FBgn0035097	brown
FBgn0035099	blue
FBgn0035101	turquoise
FBgn0035109	blue
FBgn0035111	blue
FBgn0035112	turquoise
FBgn0035113	yellow
FBgn0035121	yellow
FBgn0035124	brown
FBgn0035131	turquoise
FBgn0035132	green
FBgn0035137	green
FBgn0035138	blue
FBgn0035139	turquoise
FBgn0035142	green
FBgn0035143	blue
FBgn0035145	blue
FBgn0035146	turquoise
FBgn0035147	turquoise
FBgn0035148	yellow
FBgn0035150	yellow
FBgn0035151	blue
FBgn0035160	turquoise
FBgn0035161	brown
FBgn0035164	turquoise
FBgn0035166	turquoise
FBgn0035167	grey
FBgn0035168	green
FBgn0035169	blue
FBgn0035170	brown
FBgn0035179	yellow
FBgn0035196	brown
FBgn0035198	turquoise
FBgn0035203	turquoise
FBgn0035204	brown
FBgn0035205	green
FBgn0035206	green
FBgn0035211	yellow
FBgn0035217	brown
FBgn0035218	turquoise
FBgn0035229	turquoise
FBgn0035231	blue
FBgn0035232	green
FBgn0035233	blue
FBgn0035235	blue
FBgn0035237	turquoise
FBgn0035238	brown
FBgn0035243	green
FBgn0035245	blue
FBgn0035247	blue
FBgn0035253	blue
FBgn0035254	pink
FBgn0035262	turquoise
FBgn0035263	blue
FBgn0035265	blue
FBgn0035266	blue
FBgn0035268	blue
FBgn0035273	turquoise
FBgn0035281	blue
FBgn0035290	yellow
FBgn0035293	yellow
FBgn0035295	yellow
FBgn0035298	turquoise
FBgn0035299	blue
FBgn0035308	brown
FBgn0035315	blue
FBgn0035318	blue
FBgn0035321	turquoise
FBgn0035325	green
FBgn0035331	grey
FBgn0035332	blue
FBgn0035336	yellow
FBgn0035346	blue
FBgn0035348	turquoise
FBgn0035356	blue
FBgn0035359	turquoise
FBgn0035360	turquoise
FBgn0035370	blue
FBgn0035372	red
FBgn0035374	grey
FBgn0035375	green
FBgn0035379	turquoise
FBgn0035380	blue
FBgn0035384	brown
FBgn0035385	green
FBgn0035388	blue
FBgn0035390	blue
FBgn0035392	red
FBgn0035400	turquoise
FBgn0035402	yellow
FBgn0035407	yellow
FBgn0035415	turquoise
FBgn0035416	yellow
FBgn0035420	blue
FBgn0035421	turquoise
FBgn0035423	turquoise
FBgn0035425	blue
FBgn0035426	blue
FBgn0035427	turquoise
FBgn0035429	brown
FBgn0035430	brown
FBgn0035434	brown
FBgn0035437	turquoise
FBgn0035440	brown
FBgn0035455	blue
FBgn0035464	black
FBgn0035468	turquoise
FBgn0035471	blue
FBgn0035473	brown
FBgn0035475	blue
FBgn0035476	turquoise
FBgn0035477	red
FBgn0035478	red
FBgn0035479	blue
FBgn0035480	turquoise
FBgn0035481	green
FBgn0035483	brown
FBgn0035484	brown
FBgn0035490	blue
FBgn0035491	turquoise
FBgn0035498	turquoise
FBgn0035499	turquoise
FBgn0035508	turquoise
FBgn0035515	turquoise
FBgn0035522	blue
FBgn0035524	green
FBgn0035526	blue
FBgn0035532	blue
FBgn0035538	turquoise
FBgn0035540	yellow
FBgn0035558	turquoise
FBgn0035567	turquoise
FBgn0035569	blue
FBgn0035571	blue
FBgn0035574	turquoise
FBgn0035581	turquoise
FBgn0035582	blue
FBgn0035583	turquoise
FBgn0035584	red
FBgn0035585	blue
FBgn0035589	red
FBgn0035598	brown
FBgn0035607	turquoise
FBgn0035608	blue
FBgn0035610	turquoise
FBgn0035611	blue
FBgn0035617	green
FBgn0035619	yellow
FBgn0035624	blue
FBgn0035625	turquoise
FBgn0035630	green
FBgn0035631	yellow
FBgn0035640	blue
FBgn0035641	green
FBgn0035644	red
FBgn0035645	yellow
FBgn0035647	blue
FBgn0035648	grey
FBgn0035656	yellow
FBgn0035663	yellow
FBgn0035665	blue
FBgn0035673	brown
FBgn0035688	yellow
FBgn0035689	yellow
FBgn0035691	blue
FBgn0035693	blue
FBgn0035695	turquoise
FBgn0035696	turquoise
FBgn0035697	turquoise
FBgn0035703	green
FBgn0035704	turquoise
FBgn0035708	red
FBgn0035709	brown
FBgn0035711	blue
FBgn0035715	blue
FBgn0035722	green
FBgn0035724	blue
FBgn0035725	brown
FBgn0035726	turquoise
FBgn0035727	blue
FBgn0035730	blue
FBgn0035733	blue
FBgn0035734	turquoise
FBgn0035737	red
FBgn0035741	yellow
FBgn0035750	yellow
FBgn0035751	green
FBgn0035753	brown
FBgn0035755	turquoise
FBgn0035756	brown
FBgn0035761	red
FBgn0035762	green
FBgn0035763	turquoise
FBgn0035766	blue
FBgn0035767	yellow
FBgn0035768	blue
FBgn0035769	green
FBgn0035770	brown
FBgn0035771	blue
FBgn0035776	brown
FBgn0035781	turquoise
FBgn0035782	brown
FBgn0035785	green
FBgn0035790	green
FBgn0035791	green
FBgn0035793	blue
FBgn0035798	turquoise
FBgn0035799	red
FBgn0035800	blue
FBgn0035802	red
FBgn0035805	turquoise
FBgn0035806	red
FBgn0035811	turquoise
FBgn0035812	green
FBgn0035815	brown
FBgn0035816	turquoise
FBgn0035817	turquoise
FBgn0035823	brown
FBgn0035824	blue
FBgn0035829	yellow
FBgn0035831	yellow
FBgn0035833	green
FBgn0035842	yellow
FBgn0035844	turquoise
FBgn0035845	green
FBgn0035847	turquoise
FBgn0035848	blue
FBgn0035849	red
FBgn0035852	brown
FBgn0035855	brown
FBgn0035856	yellow
FBgn0035857	brown
FBgn0035861	brown
FBgn0035875	turquoise
FBgn0035877	brown
FBgn0035879	red
FBgn0035880	red
FBgn0035888	blue
FBgn0035902	blue
FBgn0035907	blue
FBgn0035914	blue
FBgn0035915	turquoise
FBgn0035917	turquoise
FBgn0035918	green
FBgn0035923	yellow
FBgn0035924	blue
FBgn0035934	turquoise
FBgn0035936	turquoise
FBgn0035943	yellow
FBgn0035944	turquoise
FBgn0035945	yellow
FBgn0035947	green
FBgn0035952	blue
FBgn0035955	blue
FBgn0035959	turquoise
FBgn0035970	blue
FBgn0035971	turquoise
FBgn0035978	turquoise
FBgn0035982	green
FBgn0035983	yellow
FBgn0035986	yellow
FBgn0035998	turquoise
FBgn0035999	turquoise
FBgn0036005	blue
FBgn0036007	turquoise
FBgn0036008	blue
FBgn0036014	brown
FBgn0036016	turquoise
FBgn0036020	blue
FBgn0036024	turquoise
FBgn0036028	red
FBgn0036029	brown
FBgn0036030	turquoise
FBgn0036031	turquoise
FBgn0036032	blue
FBgn0036035	blue
FBgn0036036	green
FBgn0036038	yellow
FBgn0036040	blue
FBgn0036043	red
FBgn0036052	blue
FBgn0036053	blue
FBgn0036058	turquoise
FBgn0036063	blue
FBgn0036070	turquoise
FBgn0036072	turquoise
FBgn0036082	red
FBgn0036085	turquoise
FBgn0036089	turquoise
FBgn0036091	brown
FBgn0036093	brown
FBgn0036094	green
FBgn0036096	blue
FBgn0036106	blue
FBgn0036111	green
FBgn0036116	turquoise
FBgn0036117	blue
FBgn0036118	brown
FBgn0036125	turquoise
FBgn0036133	blue
FBgn0036136	turquoise
FBgn0036142	blue
FBgn0036144	turquoise
FBgn0036147	turquoise
FBgn0036155	red
FBgn0036156	blue
FBgn0036160	turquoise
FBgn0036161	brown
FBgn0036162	turquoise
FBgn0036168	red
FBgn0036173	turquoise
FBgn0036186	green
FBgn0036191	red
FBgn0036194	blue
FBgn0036196	blue
FBgn0036202	red
FBgn0036203	red
FBgn0036204	turquoise
FBgn0036205	blue
FBgn0036206	blue
FBgn0036211	turquoise
FBgn0036212	green
FBgn0036213	brown
FBgn0036217	turquoise
FBgn0036218	blue
FBgn0036220	grey
FBgn0036221	blue
FBgn0036222	brown
FBgn0036224	blue
FBgn0036226	green
FBgn0036236	blue
FBgn0036237	red
FBgn0036239	green
FBgn0036246	turquoise
FBgn0036254	yellow
FBgn0036257	green
FBgn0036262	turquoise
FBgn0036264	brown
FBgn0036272	turquoise
FBgn0036273	yellow
FBgn0036277	turquoise
FBgn0036279	blue
FBgn0036299	turquoise
FBgn0036301	blue
FBgn0036305	yellow
FBgn0036309	green
FBgn0036311	turquoise
FBgn0036314	yellow
FBgn0036316	brown
FBgn0036317	yellow
FBgn0036318	yellow
FBgn0036323	turquoise
FBgn0036324	turquoise
FBgn0036325	blue
FBgn0036327	blue
FBgn0036331	yellow
FBgn0036333	green
FBgn0036334	blue
FBgn0036345	brown
FBgn0036348	green
FBgn0036350	blue
FBgn0036351	blue
FBgn0036352	grey
FBgn0036353	blue
FBgn0036354	blue
FBgn0036365	blue
FBgn0036374	yellow
FBgn0036376	turquoise
FBgn0036381	blue
FBgn0036382	yellow
FBgn0036386	blue
FBgn0036398	blue
FBgn0036402	turquoise
FBgn0036403	brown
FBgn0036405	blue
FBgn0036410	green
FBgn0036411	yellow
FBgn0036415	blue
FBgn0036419	yellow
FBgn0036422	blue
FBgn0036423	yellow
FBgn0036426	brown
FBgn0036428	red
FBgn0036437	blue
FBgn0036440	yellow
FBgn0036442	brown
FBgn0036443	blue
FBgn0036447	blue
FBgn0036449	yellow
FBgn0036451	red
FBgn0036454	turquoise
FBgn0036460	red
FBgn0036461	turquoise
FBgn0036463	blue
FBgn0036469	red
FBgn0036470	yellow
FBgn0036471	brown
FBgn0036476	yellow
FBgn0036479	blue
FBgn0036480	blue
FBgn0036482	blue
FBgn0036483	blue
FBgn0036484	blue
FBgn0036486	yellow
FBgn0036488	blue
FBgn0036490	brown
FBgn0036491	blue
FBgn0036492	blue
FBgn0036493	brown
FBgn0036495	turquoise
FBgn0036496	blue
FBgn0036497	blue
FBgn0036498	blue
FBgn0036499	green
FBgn0036500	yellow
FBgn0036502	blue
FBgn0036505	blue
FBgn0036512	turquoise
FBgn0036518	blue
FBgn0036522	yellow
FBgn0036534	blue
FBgn0036536	blue
FBgn0036537	turquoise
FBgn0036551	brown
FBgn0036556	brown
FBgn0036560	blue
FBgn0036563	blue
FBgn0036567	yellow
FBgn0036568	blue
FBgn0036574	yellow
FBgn0036575	blue
FBgn0036580	blue
FBgn0036587	turquoise
FBgn0036594	yellow
FBgn0036599	turquoise
FBgn0036600	blue
FBgn0036601	blue
FBgn0036612	turquoise
FBgn0036614	green
FBgn0036619	brown
FBgn0036622	turquoise
FBgn0036624	yellow
FBgn0036638	blue
FBgn0036640	yellow
FBgn0036641	blue
FBgn0036646	blue
FBgn0036648	blue
FBgn0036652	blue
FBgn0036661	blue
FBgn0036663	turquoise
FBgn0036666	turquoise
FBgn0036670	blue
FBgn0036671	blue
FBgn0036677	brown
FBgn0036678	turquoise
FBgn0036680	brown
FBgn0036684	red
FBgn0036685	blue
FBgn0036687	brown
FBgn0036690	green
FBgn0036702	turquoise
FBgn0036703	brown
FBgn0036704	brown
FBgn0036705	blue
FBgn0036706	brown
FBgn0036708	turquoise
FBgn0036712	yellow
FBgn0036714	red
FBgn0036715	red
FBgn0036727	turquoise
FBgn0036729	brown
FBgn0036730	turquoise
FBgn0036731	brown
FBgn0036734	blue
FBgn0036738	grey
FBgn0036742	turquoise
FBgn0036746	green
FBgn0036747	blue
FBgn0036750	green
FBgn0036751	turquoise
FBgn0036752	turquoise
FBgn0036756	turquoise
FBgn0036757	blue
FBgn0036759	brown
FBgn0036761	blue
FBgn0036763	turquoise
FBgn0036765	turquoise
FBgn0036768	turquoise
FBgn0036769	turquoise
FBgn0036770	turquoise
FBgn0036771	blue
FBgn0036773	turquoise
FBgn0036775	red
FBgn0036778	blue
FBgn0036784	turquoise
FBgn0036785	red
FBgn0036787	green
FBgn0036789	blue
FBgn0036793	turquoise
FBgn0036801	turquoise
FBgn0036804	yellow
FBgn0036807	blue
FBgn0036809	blue
FBgn0036814	green
FBgn0036816	turquoise
FBgn0036825	brown
FBgn0036828	yellow
FBgn0036832	blue
FBgn0036836	turquoise
FBgn0036837	turquoise
FBgn0036838	green
FBgn0036843	brown
FBgn0036844	red
FBgn0036846	green
FBgn0036848	brown
FBgn0036850	blue
FBgn0036857	turquoise
FBgn0036862	turquoise
FBgn0036868	black
FBgn0036873	grey
FBgn0036874	blue
FBgn0036876	blue
FBgn0036877	yellow
FBgn0036881	red
FBgn0036882	blue
FBgn0036891	turquoise
FBgn0036892	yellow
FBgn0036893	blue
FBgn0036895	turquoise
FBgn0036896	turquoise
FBgn0036897	blue
FBgn0036905	turquoise
FBgn0036910	green
FBgn0036919	yellow
FBgn0036922	yellow
