Name	Mean	LogFC	pValue	p.Adj	diffexpressed
FBtr0304479	4179.025454058102	-1.231046857974477	1.375740344102902e-7	5.961541491112575e-6	DOWN
FBtr0304361	3023.242455784615	-0.7717319538742347	1.5489635375885155e-4	0.002876646569807243	DOWN
FBtr0304394	149.28386838005318	1.9651736904853243	1.0437282594536359e-6	3.3921168432243165e-5	UP
FBtr0304436	971.7100631448525	1.1871943892447911	1.3423091817047313e-4	0.002876646569807243	UP
FBtr0309580	16.740213088473027	2.9953365379173484	9.019712716337465e-6	2.3451253062477408e-4	UP
FBtr0309681	15.329443491301506	1.9472718608467008	1.815380687102131e-4	0.002949993616540963	UP
FBtr0304285	744.2396072880862	-4.792189369258205	4.323887009727492e-13	5.6210531126457396e-11	DOWN
FBtr0304375	1043.112624215993	-4.108507769342191	1.6894439216789051e-12	1.0981385490912884e-10	DOWN
