Name	Mean	LogFC	pValue	p.Adj	diffexpressed
Rsp	1118.4684094073918	0.8498327703439748	0.0014700202124205955	0.004095056306028802	UP
R2	46983.20282900446	-0.5264290882214782	1.1120404643994074e-32	2.1684789055788443e-31	DOWN
piRNA_cluster_80F	4606.671755718938	0.9803499981456597	1.0535512975255511e-14	1.3696166867832166e-13	UP
